id,rate_date,currency_code,currency_name,unit,buying_rate,selling_rate,source,created_at
23,2014-12-31,USD,U.S. Dollar,1,101.12,101.72,NRB,2026-01-08 14:43:20
45,2014-12-30,USD,U.S. Dollar,1,101.57,102.17,NRB,2026-01-08 14:43:20
67,2014-12-29,USD,U.S. Dollar,1,101.4,102.0,NRB,2026-01-08 14:43:20
89,2014-12-28,USD,U.S. Dollar,1,101.4,102.0,NRB,2026-01-08 14:43:20
111,2014-12-27,USD,U.S. Dollar,1,101.4,102.0,NRB,2026-01-08 14:43:20
133,2014-12-26,USD,U.S. Dollar,1,101.33,101.93,NRB,2026-01-08 14:43:20
155,2014-12-25,USD,U.S. Dollar,1,101.33,101.93,NRB,2026-01-08 14:43:20
177,2014-12-24,USD,U.S. Dollar,1,100.96,101.56,NRB,2026-01-08 14:43:20
199,2014-12-23,USD,U.S. Dollar,1,100.89,101.49,NRB,2026-01-08 14:43:20
221,2014-12-22,USD,U.S. Dollar,1,100.98,101.58,NRB,2026-01-08 14:43:20
243,2014-12-21,USD,U.S. Dollar,1,100.98,101.58,NRB,2026-01-08 14:43:20
265,2014-12-20,USD,U.S. Dollar,1,100.98,101.58,NRB,2026-01-08 14:43:20
287,2014-12-19,USD,U.S. Dollar,1,100.68,101.28,NRB,2026-01-08 14:43:20
309,2014-12-18,USD,U.S. Dollar,1,101.49,102.09,NRB,2026-01-08 14:43:20
331,2014-12-17,USD,U.S. Dollar,1,101.36,101.96,NRB,2026-01-08 14:43:20
353,2014-12-16,USD,U.S. Dollar,1,100.41,101.01,NRB,2026-01-08 14:43:20
375,2014-12-15,USD,U.S. Dollar,1,99.37,99.97,NRB,2026-01-08 14:43:20
397,2014-12-14,USD,U.S. Dollar,1,99.37,99.97,NRB,2026-01-08 14:43:20
419,2014-12-13,USD,U.S. Dollar,1,99.37,99.97,NRB,2026-01-08 14:43:20
441,2014-12-12,USD,U.S. Dollar,1,99.44,100.04,NRB,2026-01-08 14:43:20
463,2014-12-11,USD,U.S. Dollar,1,98.94,99.54,NRB,2026-01-08 14:43:20
485,2014-12-10,USD,U.S. Dollar,1,98.72,99.32,NRB,2026-01-08 14:43:20
507,2014-12-09,USD,U.S. Dollar,1,98.64,99.24,NRB,2026-01-08 14:43:20
529,2014-12-08,USD,U.S. Dollar,1,98.54,99.14,NRB,2026-01-08 14:43:20
551,2014-12-07,USD,U.S. Dollar,1,98.54,99.14,NRB,2026-01-08 14:43:20
573,2014-12-06,USD,U.S. Dollar,1,98.54,99.14,NRB,2026-01-08 14:43:20
595,2014-12-05,USD,U.S. Dollar,1,98.79,99.39,NRB,2026-01-08 14:43:20
617,2014-12-04,USD,U.S. Dollar,1,98.76,99.36,NRB,2026-01-08 14:43:20
639,2014-12-03,USD,U.S. Dollar,1,98.72,99.32,NRB,2026-01-08 14:43:20
661,2014-12-02,USD,U.S. Dollar,1,98.94,99.54,NRB,2026-01-08 14:43:20
683,2014-12-01,USD,U.S. Dollar,1,98.95,99.55,NRB,2026-01-08 14:43:20
705,2014-11-30,USD,U.S. Dollar,1,98.95,99.55,NRB,2026-01-08 14:43:20
727,2014-11-29,USD,U.S. Dollar,1,98.95,99.55,NRB,2026-01-08 14:43:20
749,2014-11-28,USD,U.S. Dollar,1,98.71,99.31,NRB,2026-01-08 14:43:20
771,2014-11-27,USD,U.S. Dollar,1,98.66,99.26,NRB,2026-01-08 14:43:20
793,2014-11-26,USD,U.S. Dollar,1,98.69,99.29,NRB,2026-01-08 14:43:20
815,2014-11-25,USD,U.S. Dollar,1,98.8,99.4,NRB,2026-01-08 14:43:20
837,2014-11-24,USD,U.S. Dollar,1,98.53,99.13,NRB,2026-01-08 14:43:20
859,2014-11-23,USD,U.S. Dollar,1,98.53,99.13,NRB,2026-01-08 14:43:20
881,2014-11-22,USD,U.S. Dollar,1,98.53,99.13,NRB,2026-01-08 14:43:20
903,2014-11-21,USD,U.S. Dollar,1,98.81,99.41,NRB,2026-01-08 14:43:20
925,2014-11-20,USD,U.S. Dollar,1,98.84,99.44,NRB,2026-01-08 14:43:20
947,2014-11-19,USD,U.S. Dollar,1,98.49,99.09,NRB,2026-01-08 14:43:20
969,2014-11-18,USD,U.S. Dollar,1,98.48,99.08,NRB,2026-01-08 14:43:20
991,2014-11-17,USD,U.S. Dollar,1,98.46,99.06,NRB,2026-01-08 14:43:20
1013,2014-11-16,USD,U.S. Dollar,1,98.46,99.06,NRB,2026-01-08 14:43:20
1035,2014-11-15,USD,U.S. Dollar,1,98.46,99.06,NRB,2026-01-08 14:43:20
1057,2014-11-14,USD,U.S. Dollar,1,98.19,98.79,NRB,2026-01-08 14:43:20
1079,2014-11-13,USD,U.S. Dollar,1,98.12,98.72,NRB,2026-01-08 14:43:20
1101,2014-11-12,USD,U.S. Dollar,1,98.19,98.79,NRB,2026-01-08 14:43:20
1123,2014-11-11,USD,U.S. Dollar,1,98.12,98.72,NRB,2026-01-08 14:43:20
1145,2014-11-10,USD,U.S. Dollar,1,98.29,98.89,NRB,2026-01-08 14:43:20
1167,2014-11-09,USD,U.S. Dollar,1,98.29,98.89,NRB,2026-01-08 14:43:20
1189,2014-11-08,USD,U.S. Dollar,1,98.29,98.89,NRB,2026-01-08 14:43:20
1211,2014-11-07,USD,U.S. Dollar,1,97.96,98.56,NRB,2026-01-08 14:43:20
1233,2014-11-06,USD,U.S. Dollar,1,97.96,98.56,NRB,2026-01-08 14:43:20
1255,2014-11-05,USD,U.S. Dollar,1,97.95,98.55,NRB,2026-01-08 14:43:20
1277,2014-11-04,USD,U.S. Dollar,1,97.95,98.55,NRB,2026-01-08 14:43:20
1299,2014-11-03,USD,U.S. Dollar,1,97.88,98.48,NRB,2026-01-08 14:43:20
1321,2014-11-02,USD,U.S. Dollar,1,97.88,98.48,NRB,2026-01-08 14:43:20
1343,2014-11-01,USD,U.S. Dollar,1,97.88,98.48,NRB,2026-01-08 14:43:20
1365,2014-10-31,USD,U.S. Dollar,1,98.03,98.63,NRB,2026-01-08 14:43:20
1387,2014-10-30,USD,U.S. Dollar,1,97.87,98.47,NRB,2026-01-08 14:43:20
1409,2014-10-29,USD,U.S. Dollar,1,97.82,98.42,NRB,2026-01-08 14:43:20
1431,2014-10-28,USD,U.S. Dollar,1,97.79,98.39,NRB,2026-01-08 14:43:20
1453,2014-10-27,USD,U.S. Dollar,1,97.76,98.36,NRB,2026-01-08 14:43:20
1475,2014-10-26,USD,U.S. Dollar,1,97.76,98.36,NRB,2026-01-08 14:43:20
1497,2014-10-25,USD,U.S. Dollar,1,97.76,98.36,NRB,2026-01-08 14:43:20
1519,2014-10-24,USD,U.S. Dollar,1,97.76,98.36,NRB,2026-01-08 14:43:20
1541,2014-10-23,USD,U.S. Dollar,1,97.76,98.36,NRB,2026-01-08 14:43:20
1563,2014-10-22,USD,U.S. Dollar,1,97.8,98.4,NRB,2026-01-08 14:43:20
1585,2014-10-21,USD,U.S. Dollar,1,97.88,98.48,NRB,2026-01-08 14:43:20
1607,2014-10-20,USD,U.S. Dollar,1,98.01,98.61,NRB,2026-01-08 14:43:20
1629,2014-10-19,USD,U.S. Dollar,1,98.01,98.61,NRB,2026-01-08 14:43:20
1651,2014-10-18,USD,U.S. Dollar,1,98.01,98.61,NRB,2026-01-08 14:43:20
1673,2014-10-17,USD,U.S. Dollar,1,98.64,99.24,NRB,2026-01-08 14:43:20
1695,2014-10-16,USD,U.S. Dollar,1,97.96,98.56,NRB,2026-01-08 14:43:20
1717,2014-10-15,USD,U.S. Dollar,1,97.96,98.56,NRB,2026-01-08 14:43:20
1739,2014-10-14,USD,U.S. Dollar,1,97.46,98.06,NRB,2026-01-08 14:43:20
1761,2014-10-13,USD,U.S. Dollar,1,97.87,98.47,NRB,2026-01-08 14:43:20
1783,2014-10-12,USD,U.S. Dollar,1,97.84,98.44,NRB,2026-01-08 14:43:20
1805,2014-10-11,USD,U.S. Dollar,1,97.84,98.44,NRB,2026-01-08 14:43:20
1827,2014-10-10,USD,U.S. Dollar,1,97.39,97.99,NRB,2026-01-08 14:43:20
1849,2014-10-09,USD,U.S. Dollar,1,97.94,98.54,NRB,2026-01-08 14:43:20
1871,2014-10-08,USD,U.S. Dollar,1,98.0,98.6,NRB,2026-01-08 14:43:20
1893,2014-10-07,USD,U.S. Dollar,1,98.28,98.88,NRB,2026-01-08 14:43:20
1915,2014-10-06,USD,U.S. Dollar,1,98.28,98.88,NRB,2026-01-08 14:43:20
1937,2014-10-05,USD,U.S. Dollar,1,98.28,98.88,NRB,2026-01-08 14:43:20
1959,2014-10-04,USD,U.S. Dollar,1,98.28,98.88,NRB,2026-01-08 14:43:20
1981,2014-10-03,USD,U.S. Dollar,1,98.28,98.88,NRB,2026-01-08 14:43:20
2003,2014-10-02,USD,U.S. Dollar,1,98.28,98.88,NRB,2026-01-08 14:43:20
2025,2014-10-01,USD,U.S. Dollar,1,98.5,99.1,NRB,2026-01-08 14:43:20
2047,2014-09-30,USD,U.S. Dollar,1,98.16,98.76,NRB,2026-01-08 14:43:20
2069,2014-09-29,USD,U.S. Dollar,1,97.53,98.13,NRB,2026-01-08 14:43:20
2091,2014-09-28,USD,U.S. Dollar,1,97.53,98.13,NRB,2026-01-08 14:43:20
2113,2014-09-27,USD,U.S. Dollar,1,97.53,98.13,NRB,2026-01-08 14:43:20
2135,2014-09-26,USD,U.S. Dollar,1,97.85,98.45,NRB,2026-01-08 14:43:20
2157,2014-09-25,USD,U.S. Dollar,1,97.24,97.84,NRB,2026-01-08 14:43:20
2179,2014-09-24,USD,U.S. Dollar,1,97.21,97.81,NRB,2026-01-08 14:43:20
2201,2014-09-23,USD,U.S. Dollar,1,97.01,97.61,NRB,2026-01-08 14:43:20
2223,2014-09-22,USD,U.S. Dollar,1,97.0,97.6,NRB,2026-01-08 14:43:21
2245,2014-09-21,USD,U.S. Dollar,1,97.0,97.6,NRB,2026-01-08 14:43:21
2267,2014-09-20,USD,U.S. Dollar,1,97.0,97.6,NRB,2026-01-08 14:43:21
2289,2014-09-19,USD,U.S. Dollar,1,97.04,97.64,NRB,2026-01-08 14:43:21
2311,2014-09-18,USD,U.S. Dollar,1,97.18,97.78,NRB,2026-01-08 14:43:21
2333,2014-09-17,USD,U.S. Dollar,1,97.4,98.0,NRB,2026-01-08 14:43:21
2355,2014-09-16,USD,U.S. Dollar,1,97.52,98.12,NRB,2026-01-08 14:43:21
2377,2014-09-15,USD,U.S. Dollar,1,96.75,97.35,NRB,2026-01-08 14:43:21
2399,2014-09-14,USD,U.S. Dollar,1,96.75,97.35,NRB,2026-01-08 14:43:21
2421,2014-09-13,USD,U.S. Dollar,1,96.75,97.35,NRB,2026-01-08 14:43:21
2443,2014-09-12,USD,U.S. Dollar,1,97.19,97.79,NRB,2026-01-08 14:43:21
2465,2014-09-11,USD,U.S. Dollar,1,97.21,97.81,NRB,2026-01-08 14:43:21
2487,2014-09-10,USD,U.S. Dollar,1,96.67,97.27,NRB,2026-01-08 14:43:21
2509,2014-09-09,USD,U.S. Dollar,1,96.17,96.77,NRB,2026-01-08 14:43:21
2531,2014-09-08,USD,U.S. Dollar,1,96.33,96.93,NRB,2026-01-08 14:43:21
2553,2014-09-07,USD,U.S. Dollar,1,96.33,96.93,NRB,2026-01-08 14:43:21
2575,2014-09-06,USD,U.S. Dollar,1,96.33,96.93,NRB,2026-01-08 14:43:21
2597,2014-09-05,USD,U.S. Dollar,1,96.28,96.88,NRB,2026-01-08 14:43:21
2619,2014-09-04,USD,U.S. Dollar,1,96.48,97.08,NRB,2026-01-08 14:43:21
2641,2014-09-03,USD,U.S. Dollar,1,96.8,97.4,NRB,2026-01-08 14:43:21
2663,2014-09-02,USD,U.S. Dollar,1,96.55,97.15,NRB,2026-01-08 14:43:21
2685,2014-09-01,USD,U.S. Dollar,1,96.5,97.1,NRB,2026-01-08 14:43:21
2707,2014-08-31,USD,U.S. Dollar,1,96.5,97.1,NRB,2026-01-08 14:43:21
2729,2014-08-30,USD,U.S. Dollar,1,96.5,97.1,NRB,2026-01-08 14:43:21
2751,2014-08-29,USD,U.S. Dollar,1,96.5,97.1,NRB,2026-01-08 14:43:21
2773,2014-08-28,USD,U.S. Dollar,1,96.43,97.03,NRB,2026-01-08 14:43:21
2795,2014-08-27,USD,U.S. Dollar,1,96.4,97.0,NRB,2026-01-08 14:43:21
2817,2014-08-26,USD,U.S. Dollar,1,96.61,97.21,NRB,2026-01-08 14:43:21
2839,2014-08-25,USD,U.S. Dollar,1,96.45,97.05,NRB,2026-01-08 14:43:21
2861,2014-08-24,USD,U.S. Dollar,1,96.45,97.05,NRB,2026-01-08 14:43:21
2883,2014-08-23,USD,U.S. Dollar,1,96.45,97.05,NRB,2026-01-08 14:43:21
2905,2014-08-22,USD,U.S. Dollar,1,96.78,97.38,NRB,2026-01-08 14:43:21
2927,2014-08-21,USD,U.S. Dollar,1,96.68,97.28,NRB,2026-01-08 14:43:21
2949,2014-08-20,USD,U.S. Dollar,1,96.79,97.39,NRB,2026-01-08 14:43:21
2971,2014-08-19,USD,U.S. Dollar,1,96.92,97.52,NRB,2026-01-08 14:43:21
2993,2014-08-18,USD,U.S. Dollar,1,96.92,97.52,NRB,2026-01-08 14:43:21
3015,2014-08-17,USD,U.S. Dollar,1,96.92,97.52,NRB,2026-01-08 14:43:21
3037,2014-08-16,USD,U.S. Dollar,1,96.92,97.52,NRB,2026-01-08 14:43:21
3059,2014-08-15,USD,U.S. Dollar,1,96.92,97.52,NRB,2026-01-08 14:43:21
3081,2014-08-14,USD,U.S. Dollar,1,97.65,98.25,NRB,2026-01-08 14:43:21
3103,2014-08-13,USD,U.S. Dollar,1,97.44,98.04,NRB,2026-01-08 14:43:21
3125,2014-08-12,USD,U.S. Dollar,1,97.58,98.18,NRB,2026-01-08 14:43:21
3147,2014-08-11,USD,U.S. Dollar,1,97.53,98.13,NRB,2026-01-08 14:43:21
3169,2014-08-10,USD,U.S. Dollar,1,97.53,98.13,NRB,2026-01-08 14:43:21
3191,2014-08-09,USD,U.S. Dollar,1,97.53,98.13,NRB,2026-01-08 14:43:21
3213,2014-08-08,USD,U.S. Dollar,1,97.66,98.26,NRB,2026-01-08 14:43:21
3235,2014-08-07,USD,U.S. Dollar,1,98.1,98.7,NRB,2026-01-08 14:43:21
3257,2014-08-06,USD,U.S. Dollar,1,97.06,97.66,NRB,2026-01-08 14:43:21
3279,2014-08-05,USD,U.S. Dollar,1,97.2,97.8,NRB,2026-01-08 14:43:21
3301,2014-08-04,USD,U.S. Dollar,1,97.6,98.2,NRB,2026-01-08 14:43:21
3323,2014-08-03,USD,U.S. Dollar,1,97.6,98.2,NRB,2026-01-08 14:43:21
3345,2014-08-02,USD,U.S. Dollar,1,97.6,98.2,NRB,2026-01-08 14:43:21
3367,2014-08-01,USD,U.S. Dollar,1,96.59,97.19,NRB,2026-01-08 14:43:21
3389,2014-07-31,USD,U.S. Dollar,1,95.8,96.4,NRB,2026-01-08 14:43:21
3411,2014-07-30,USD,U.S. Dollar,1,95.91,96.51,NRB,2026-01-08 14:43:21
3433,2014-07-29,USD,U.S. Dollar,1,95.91,96.51,NRB,2026-01-08 14:43:21
3455,2014-07-28,USD,U.S. Dollar,1,95.87,96.47,NRB,2026-01-08 14:43:21
3477,2014-07-27,USD,U.S. Dollar,1,95.87,96.47,NRB,2026-01-08 14:43:21
3499,2014-07-26,USD,U.S. Dollar,1,95.87,96.47,NRB,2026-01-08 14:43:21
3521,2014-07-25,USD,U.S. Dollar,1,95.9,96.5,NRB,2026-01-08 14:43:21
3543,2014-07-24,USD,U.S. Dollar,1,95.86,96.46,NRB,2026-01-08 14:43:21
3565,2014-07-23,USD,U.S. Dollar,1,96.09,96.69,NRB,2026-01-08 14:43:21
3587,2014-07-22,USD,U.S. Dollar,1,96.19,96.79,NRB,2026-01-08 14:43:21
3609,2014-07-21,USD,U.S. Dollar,1,96.16,96.76,NRB,2026-01-08 14:43:21
3631,2014-07-20,USD,U.S. Dollar,1,96.16,96.76,NRB,2026-01-08 14:43:21
3653,2014-07-19,USD,U.S. Dollar,1,96.16,96.76,NRB,2026-01-08 14:43:21
3675,2014-07-18,USD,U.S. Dollar,1,95.98,96.58,NRB,2026-01-08 14:43:22
3697,2014-07-17,USD,U.S. Dollar,1,95.9,96.5,NRB,2026-01-08 14:43:22
3719,2014-07-16,USD,U.S. Dollar,1,95.9,96.5,NRB,2026-01-08 14:43:22
3741,2014-07-15,USD,U.S. Dollar,1,95.82,96.42,NRB,2026-01-08 14:43:22
3763,2014-07-14,USD,U.S. Dollar,1,95.6,96.2,NRB,2026-01-08 14:43:22
3785,2014-07-13,USD,U.S. Dollar,1,95.6,96.2,NRB,2026-01-08 14:43:22
3807,2014-07-12,USD,U.S. Dollar,1,95.6,96.2,NRB,2026-01-08 14:43:22
3829,2014-07-11,USD,U.S. Dollar,1,96.01,96.61,NRB,2026-01-08 14:43:22
3851,2014-07-10,USD,U.S. Dollar,1,95.31,95.91,NRB,2026-01-08 14:43:22
3873,2014-07-09,USD,U.S. Dollar,1,95.36,95.96,NRB,2026-01-08 14:43:22
3895,2014-07-08,USD,U.S. Dollar,1,95.73,96.33,NRB,2026-01-08 14:43:22
3917,2014-07-07,USD,U.S. Dollar,1,95.26,95.86,NRB,2026-01-08 14:43:22
3939,2014-07-06,USD,U.S. Dollar,1,95.26,95.86,NRB,2026-01-08 14:43:22
3961,2014-07-05,USD,U.S. Dollar,1,95.26,95.86,NRB,2026-01-08 14:43:22
3983,2014-07-04,USD,U.S. Dollar,1,95.28,95.88,NRB,2026-01-08 14:43:22
4005,2014-07-03,USD,U.S. Dollar,1,95.21,95.81,NRB,2026-01-08 14:43:22
4027,2014-07-02,USD,U.S. Dollar,1,95.82,96.42,NRB,2026-01-08 14:43:22
4049,2014-07-01,USD,U.S. Dollar,1,95.98,96.58,NRB,2026-01-08 14:43:22
4071,2014-06-30,USD,U.S. Dollar,1,95.84,96.44,NRB,2026-01-08 14:43:22
4093,2014-06-29,USD,U.S. Dollar,1,95.84,96.44,NRB,2026-01-08 14:43:22
4115,2014-06-28,USD,U.S. Dollar,1,95.84,96.44,NRB,2026-01-08 14:43:22
4137,2014-06-27,USD,U.S. Dollar,1,95.93,96.53,NRB,2026-01-08 14:43:22
4159,2014-06-26,USD,U.S. Dollar,1,95.91,96.51,NRB,2026-01-08 14:43:22
4181,2014-06-25,USD,U.S. Dollar,1,95.92,96.52,NRB,2026-01-08 14:43:22
4203,2014-06-24,USD,U.S. Dollar,1,96.03,96.63,NRB,2026-01-08 14:43:22
4225,2014-06-23,USD,U.S. Dollar,1,96.0,96.6,NRB,2026-01-08 14:43:22
4247,2014-06-22,USD,U.S. Dollar,1,96.0,96.6,NRB,2026-01-08 14:43:22
4269,2014-06-21,USD,U.S. Dollar,1,96.0,96.6,NRB,2026-01-08 14:43:22
4291,2014-06-20,USD,U.S. Dollar,1,95.84,96.44,NRB,2026-01-08 14:43:22
4313,2014-06-19,USD,U.S. Dollar,1,96.33,96.93,NRB,2026-01-08 14:43:22
4335,2014-06-18,USD,U.S. Dollar,1,95.77,96.37,NRB,2026-01-08 14:43:22
4357,2014-06-17,USD,U.S. Dollar,1,95.96,96.56,NRB,2026-01-08 14:43:22
4379,2014-06-16,USD,U.S. Dollar,1,95.32,95.92,NRB,2026-01-08 14:43:22
4401,2014-06-15,USD,U.S. Dollar,1,95.32,95.92,NRB,2026-01-08 14:43:22
4423,2014-06-14,USD,U.S. Dollar,1,95.32,95.92,NRB,2026-01-08 14:43:23
4445,2014-06-13,USD,U.S. Dollar,1,94.51,95.11,NRB,2026-01-08 14:43:23
4467,2014-06-12,USD,U.S. Dollar,1,94.54,95.14,NRB,2026-01-08 14:43:23
4489,2014-06-11,USD,U.S. Dollar,1,94.57,95.17,NRB,2026-01-08 14:43:23
4511,2014-06-10,USD,U.S. Dollar,1,94.43,95.03,NRB,2026-01-08 14:43:23
4533,2014-06-09,USD,U.S. Dollar,1,94.38,94.98,NRB,2026-01-08 14:43:23
4555,2014-06-08,USD,U.S. Dollar,1,94.38,94.98,NRB,2026-01-08 14:43:23
4577,2014-06-07,USD,U.S. Dollar,1,94.38,94.98,NRB,2026-01-08 14:43:23
4599,2014-06-06,USD,U.S. Dollar,1,94.64,95.24,NRB,2026-01-08 14:43:23
4621,2014-06-05,USD,U.S. Dollar,1,94.64,95.24,NRB,2026-01-08 14:43:23
4643,2014-06-04,USD,U.S. Dollar,1,94.72,95.32,NRB,2026-01-08 14:43:23
4665,2014-06-03,USD,U.S. Dollar,1,94.35,94.95,NRB,2026-01-08 14:43:23
4687,2014-06-02,USD,U.S. Dollar,1,94.27,94.87,NRB,2026-01-08 14:43:23
4709,2014-06-01,USD,U.S. Dollar,1,94.27,94.87,NRB,2026-01-08 14:43:23
4731,2014-05-31,USD,U.S. Dollar,1,94.27,94.87,NRB,2026-01-08 14:43:23
4753,2014-05-30,USD,U.S. Dollar,1,94.16,94.76,NRB,2026-01-08 14:43:23
4775,2014-05-29,USD,U.S. Dollar,1,94.0,94.6,NRB,2026-01-08 14:43:23
4797,2014-05-28,USD,U.S. Dollar,1,94.17,94.77,NRB,2026-01-08 14:43:23
4819,2014-05-27,USD,U.S. Dollar,1,93.64,94.24,NRB,2026-01-08 14:43:23
4841,2014-05-26,USD,U.S. Dollar,1,93.34,93.94,NRB,2026-01-08 14:43:23
4863,2014-05-25,USD,U.S. Dollar,1,93.34,93.94,NRB,2026-01-08 14:43:23
4885,2014-05-24,USD,U.S. Dollar,1,93.34,93.94,NRB,2026-01-08 14:43:23
4907,2014-05-23,USD,U.S. Dollar,1,93.26,93.86,NRB,2026-01-08 14:43:23
4929,2014-05-22,USD,U.S. Dollar,1,93.75,94.35,NRB,2026-01-08 14:43:23
4951,2014-05-21,USD,U.S. Dollar,1,93.52,94.12,NRB,2026-01-08 14:43:23
4973,2014-05-20,USD,U.S. Dollar,1,93.45,94.05,NRB,2026-01-08 14:43:23
4995,2014-05-19,USD,U.S. Dollar,1,93.77,94.37,NRB,2026-01-08 14:43:23
5017,2014-05-18,USD,U.S. Dollar,1,93.77,94.37,NRB,2026-01-08 14:43:23
5039,2014-05-17,USD,U.S. Dollar,1,93.77,94.37,NRB,2026-01-08 14:43:23
5061,2014-05-16,USD,U.S. Dollar,1,94.57,95.17,NRB,2026-01-08 14:43:23
5083,2014-05-15,USD,U.S. Dollar,1,95.2,95.8,NRB,2026-01-08 14:43:23
5105,2014-05-14,USD,U.S. Dollar,1,95.2,95.8,NRB,2026-01-08 14:43:23
5127,2014-05-13,USD,U.S. Dollar,1,95.79,96.39,NRB,2026-01-08 14:43:23
5149,2014-05-12,USD,U.S. Dollar,1,95.77,96.37,NRB,2026-01-08 14:43:23
5171,2014-05-11,USD,U.S. Dollar,1,95.77,96.37,NRB,2026-01-08 14:43:23
5193,2014-05-10,USD,U.S. Dollar,1,95.77,96.37,NRB,2026-01-08 14:43:23
5215,2014-05-09,USD,U.S. Dollar,1,95.81,96.41,NRB,2026-01-08 14:43:23
5237,2014-05-08,USD,U.S. Dollar,1,95.92,96.52,NRB,2026-01-08 14:43:23
5259,2014-05-07,USD,U.S. Dollar,1,95.88,96.48,NRB,2026-01-08 14:43:23
5281,2014-05-06,USD,U.S. Dollar,1,96.04,96.64,NRB,2026-01-08 14:43:23
5303,2014-05-05,USD,U.S. Dollar,1,95.96,96.56,NRB,2026-01-08 14:43:23
5325,2014-05-04,USD,U.S. Dollar,1,95.96,96.56,NRB,2026-01-08 14:43:23
5347,2014-05-03,USD,U.S. Dollar,1,95.96,96.56,NRB,2026-01-08 14:43:23
5369,2014-05-02,USD,U.S. Dollar,1,96.2,96.8,NRB,2026-01-08 14:43:23
5391,2014-05-01,USD,U.S. Dollar,1,96.24,96.84,NRB,2026-01-08 14:43:23
5413,2014-04-30,USD,U.S. Dollar,1,96.38,96.98,NRB,2026-01-08 14:43:23
5435,2014-04-29,USD,U.S. Dollar,1,96.74,97.34,NRB,2026-01-08 14:43:23
5457,2014-04-28,USD,U.S. Dollar,1,96.67,97.27,NRB,2026-01-08 14:43:23
5479,2014-04-27,USD,U.S. Dollar,1,96.67,97.27,NRB,2026-01-08 14:43:23
5501,2014-04-26,USD,U.S. Dollar,1,96.67,97.27,NRB,2026-01-08 14:43:23
5523,2014-04-25,USD,U.S. Dollar,1,97.42,98.02,NRB,2026-01-08 14:43:23
5545,2014-04-24,USD,U.S. Dollar,1,97.42,98.02,NRB,2026-01-08 14:43:23
5567,2014-04-23,USD,U.S. Dollar,1,96.92,97.52,NRB,2026-01-08 14:43:23
5589,2014-04-22,USD,U.S. Dollar,1,96.65,97.25,NRB,2026-01-08 14:43:23
5611,2014-04-21,USD,U.S. Dollar,1,96.17,96.77,NRB,2026-01-08 14:43:23
5633,2014-04-20,USD,U.S. Dollar,1,96.17,96.77,NRB,2026-01-08 14:43:23
5655,2014-04-19,USD,U.S. Dollar,1,96.17,96.77,NRB,2026-01-08 14:43:23
5677,2014-04-18,USD,U.S. Dollar,1,96.17,96.77,NRB,2026-01-08 14:43:23
5699,2014-04-17,USD,U.S. Dollar,1,96.3,96.9,NRB,2026-01-08 14:43:23
5721,2014-04-16,USD,U.S. Dollar,1,96.08,96.68,NRB,2026-01-08 14:43:23
5743,2014-04-15,USD,U.S. Dollar,1,95.99,96.59,NRB,2026-01-08 14:43:23
5765,2014-04-14,USD,U.S. Dollar,1,95.99,96.59,NRB,2026-01-08 14:43:23
5787,2014-04-13,USD,U.S. Dollar,1,95.99,96.59,NRB,2026-01-08 14:43:23
5809,2014-04-12,USD,U.S. Dollar,1,95.99,96.59,NRB,2026-01-08 14:43:23
5831,2014-04-11,USD,U.S. Dollar,1,95.82,96.42,NRB,2026-01-08 14:43:23
5853,2014-04-10,USD,U.S. Dollar,1,95.93,96.53,NRB,2026-01-08 14:43:23
5875,2014-04-09,USD,U.S. Dollar,1,95.88,96.48,NRB,2026-01-08 14:43:23
5897,2014-04-08,USD,U.S. Dollar,1,95.88,96.48,NRB,2026-01-08 14:43:23
5919,2014-04-07,USD,U.S. Dollar,1,95.84,96.44,NRB,2026-01-08 14:43:23
5941,2014-04-06,USD,U.S. Dollar,1,95.84,96.44,NRB,2026-01-08 14:43:23
5963,2014-04-05,USD,U.S. Dollar,1,95.84,96.44,NRB,2026-01-08 14:43:23
5985,2014-04-04,USD,U.S. Dollar,1,95.97,96.57,NRB,2026-01-08 14:43:23
6007,2014-04-03,USD,U.S. Dollar,1,95.55,96.15,NRB,2026-01-08 14:43:23
6029,2014-04-02,USD,U.S. Dollar,1,95.56,96.16,NRB,2026-01-08 14:43:23
6051,2014-04-01,USD,U.S. Dollar,1,95.56,96.16,NRB,2026-01-08 14:43:23
6073,2014-03-31,USD,U.S. Dollar,1,95.56,96.16,NRB,2026-01-08 14:43:23
6095,2014-03-30,USD,U.S. Dollar,1,95.56,96.16,NRB,2026-01-08 14:43:23
6117,2014-03-29,USD,U.S. Dollar,1,95.56,96.16,NRB,2026-01-08 14:43:23
6139,2014-03-28,USD,U.S. Dollar,1,96.2,96.8,NRB,2026-01-08 14:43:23
6161,2014-03-27,USD,U.S. Dollar,1,95.93,96.53,NRB,2026-01-08 14:43:23
6183,2014-03-26,USD,U.S. Dollar,1,96.48,97.08,NRB,2026-01-08 14:43:23
6205,2014-03-25,USD,U.S. Dollar,1,96.95,97.55,NRB,2026-01-08 14:43:23
6227,2014-03-24,USD,U.S. Dollar,1,97.14,97.74,NRB,2026-01-08 14:43:23
6249,2014-03-23,USD,U.S. Dollar,1,97.14,97.74,NRB,2026-01-08 14:43:23
6271,2014-03-22,USD,U.S. Dollar,1,97.14,97.74,NRB,2026-01-08 14:43:23
